Unnamed: 0,trans_date_trans_time,cc_num,merchant,category,amt,first,last,gender,street,city,state,zip,lat,long,city_pop,job,dob,trans_num,unix_time,merch_lat,merch_long,is_fraud
394310,2020-11-23 03:01:36,3575789281659026,"fraud_Ferry, Reichel and DuBuque",grocery_net,28.76,Lindsay,Wilson,F,7618 Gonzales Mission,Centerview,MO,64019,38.7897,-93.8702,2368,Electronics engineer,1989-07-17,9d430079cdb3181d8962775fd830dbf7,1385175696,39.236557,-94.453812,0
401404,2020-11-25 20:43:12,3538520143479972,fraud_Fadel Inc,health_fitness,102.86,Cassandra,Nunez,F,9572 Austin Forge Suite 612,Clay Center,OH,43408,41.5686,-83.3632,269,Insurance underwriter,1965-09-15,83f178dfdfa7c0e559968b21c4bc5a1f,1385412192,41.097728,-84.187527,0
526256,2020-12-25 16:11:17,4.45773299708632E+018,fraud_Beer-Jast,kids_pets,45.07,Stanley,Mayo,M,3433 Jones Branch,Fiddletown,CA,95629,38.5234,-120.6763,832,Immigration officer,1987-05-19,9623186ed0b0c06b3a52cea4bface9d7,1387987877,38.436719,-121.165748,0
25521,2020-06-29 20:50:04,4.95858967158273E+018,fraud_Pollich LLC,home,1.66,Aaron,Pena,M,793 Hooper Tunnel Suite 154,Burke,VA,22015,38.7894,-77.2818,43102,Health visitor,1950-11-27,130f954376a608731df10ec55b473e65,1372539004,38.47341,-77.389882,0
341836,2020-10-31 02:31:47,4.25539744966419E+018,"fraud_Baumbach, Hodkiewicz and Walsh",shopping_pos,8.84,George,Smith,M,7377 Walton Extensions Apt. 979,Dallas,TX,75236,32.69,-96.9177,1263321,"Designer, interior/spatial",1952-09-27,1d41eeb41c699ffafd98ba9c771f5f29,1383186707,33.042019,-97.325996,0
126241,2020-08-04 03:58:39,375534208663984,fraud_Gislason Group,misc_pos,25.68,Tyler,Garcia,M,408 Bradley Rest,Doe Hill,VA,24433,38.4207,-79.4629,99,Dance movement psychotherapist,1986-03-28,07a97920b6237d9f207247f973cd8df3,1375588719,38.768993,-78.588542,0
230852,2020-09-12 14:37:06,340951438290556,"fraud_Watsica, Haag and Considine",shopping_pos,5.79,Maria,Garcia,F,865 Thomas Village,Orangeburg,NY,10962,41.0442,-73.9609,5950,Records manager,1971-07-02,82dfa88753f8529aee6a4077e2f2033d,1378996626,41.281956,-74.825978,0
416421,2020-12-01 01:17:53,30266994494236,fraud_Gutmann-Upton,misc_pos,913.04,Sarah,Foster,F,77872 Andrea Glen Apt. 543,Ford,VA,23850,37.1349,-77.7364,1051,Chief Operating Officer,1976-11-21,4bce1357c18f56edfa4da236b615c3ca,1385860673,36.784251,-77.812359,1
213669,2020-09-04 23:54:40,3550412175018089,"fraud_Mosciski, Ziemann and Farrell",shopping_net,1113.85,Morgan,James,F,742 Sellers Ferry,Lexington,KY,40502,38.0174,-84.4854,296965,Software engineer,1962-12-30,388d8fa9368497e8f2943600d6276279,1378338880,38.913846,-83.831596,1
139410,2020-08-09 10:28:43,4.5128284149838E+018,fraud_Mraz-Herzog,gas_transport,77.47,Monica,Cohen,F,864 Reynolds Plains,Uledi,PA,15484,39.8936,-79.7856,328,Tree surgeon,1983-07-25,f242a190b7df2510186985787cb8185d,1376044123,40.624864,-79.890918,0
330003,2020-10-25 22:15:44,180046617132290,fraud_Kunze Inc,grocery_pos,272.26,Erika,Mason,F,083 Karen Island Apt. 656,Goreville,IL,62939,37.575,-88.9655,3119,"Teacher, secondary school",1942-04-17,e68ded4d68b1213b5a95dbee5f566734,1382739344,38.323166,-88.365681,1
467739,2020-12-12 22:19:18,4607072969078276,fraud_Skiles LLC,home,230.99,Brenda,Perez,F,033 Tara Brook Suite 523,Coyle,OK,73027,35.8985,-97.2607,1493,Amenity horticulturist,1985-03-21,d65b2a2334591a29b5110306ba39712c,1386886758,36.568076,-97.975869,1
7736,2020-06-23 12:46:14,4613314721966,"fraud_Crist, Jakubowski and Littel",home,92.79,Jason,Murphy,M,542 Steve Curve Suite 011,Collettsville,NC,28611,35.9946,-81.7266,885,Soil scientist,1988-09-15,6df17371b8ec7b53784cae8eab68519d,1371991574,35.075804,-82.030746,0
215455,2020-09-05 22:58:53,341283058448499,fraud_Medhurst PLC,shopping_net,1044.98,Mario,Johns,M,62130 Miller Square Suite 785,Brinson,GA,39825,30.9788,-84.7373,1461,"Engineer, broadcasting (operations)",1935-09-08,1c99b7800f496a711839ab6efc31d659,1378421933,31.16251,-84.978604,1
226140,2020-09-10 01:06:47,343819048608995,fraud_Smith-Stokes,misc_pos,5.3,Shelby,Cannon,F,1535 Ryan Burgs Suite 919,Des Moines,IA,50312,41.5855,-93.6719,222785,Wellsite geologist,1956-01-24,bf57695ae6d13ae1d1a2df76ef8ad955,1378775207,42.07869,-93.42995,0
122313,2020-08-03 04:59:43,371009169330125,fraud_Friesen-Stamm,gas_transport,51.61,Randall,Burgess,M,393 Carroll Route Suite 197,Norman Park,GA,31771,31.2462,-83.6549,5666,Rural practice surveyor,2003-09-14,3bc0b50808f3f95da3c752bd4e1b05d6,1375505983,31.992953,-83.739903,0
368558,2020-11-10 23:13:51,4103158249977,fraud_Kihn Inc,shopping_pos,704.86,Christopher,Adkins,M,3512 Knight Center,Lorenzo,TX,79343,33.6666,-101.5277,1571,Petroleum engineer,1982-06-27,cae31520cd09c677a400cec1ef72d56a,1384125231,33.894833,-101.576969,1
42804,2020-07-06 05:33:40,4961003488432306,fraud_Halvorson Group,misc_pos,3.17,Stacy,Walsh,F,324 Donna Ridge Suite 651,Cressona,PA,17929,40.6284,-76.195,1606,Ecologist,1966-05-10,5639d411804282a4927d9dc20a853011,1373088820,40.133359,-76.139114,0
288426,2020-10-06 22:14:02,4755696071492,fraud_Kuhn LLC,shopping_pos,814.7,Robert,Evans,M,01892 Patricia Vista Apt. 828,Sachse,TX,75048,32.9643,-96.6012,20328,Site engineer,1985-06-20,62b891d39bb4dc9961395a944056ab03,1381097642,33.271691,-97.344644,1
261862,2020-09-26 00:52:46,30242921189660,fraud_Dare-Marvin,entertainment,45.71,Dalton,Jones,M,3304 Hernandez Run,Afton,MI,49705,45.3637,-84.4695,937,Technical brewer,1958-04-06,24bb7f250a4edc9f064f1f7153c0c57d,1380156766,44.4548,-84.603521,0
61863,2020-07-12 22:07:55,501882822387,"fraud_Baumbach, Feeney and Morar",shopping_net,1045.16,Melissa,Phillips,F,5069 Scott Pass Apt. 654,Meadville,MS,39653,31.4285,-90.8578,2799,"Therapist, horticultural",1961-01-21,118a43c2f986b601824e95bf1ebfeed2,1373666875,31.665693,-91.741832,1
125397,2020-08-03 22:22:52,2358122155477959,fraud_Kihn Inc,shopping_pos,1113.4,Mike,Tran,M,17355 Mendoza Bypass Suite 059,Linthicum Heights,MD,21090,39.2092,-76.6681,9784,"Conservator, furniture",1924-10-30,68e302253cf031d4d5c94fae29e2f35e,1375568572,39.73311,-77.366091,1
446892,2020-12-07 20:34:43,4450831335606294,fraud_Ernser-Feest,home,50.76,Donna,Davis,F,6760 Donovan Lakes,Clayton,OK,74536,34.5906,-95.38,1760,Occupational psychologist,1972-01-20,a45673924baebe33fb3c4a473752cf5c,1386448483,34.154367,-95.329104,0
543372,2020-12-29 01:15:19,630425673344,fraud_Ledner-Pfannerstill,gas_transport,49.38,Bryan,Miller,M,411 Laurie Fords,Cass,WV,24927,38.388,-79.9906,365,Special effects artist,1970-03-14,995585640dd70c1af43ebfeda4991b40,1388279719,39.001919,-79.856081,0
290124,2020-10-07 22:40:08,3586955669388457,fraud_Price Inc,shopping_net,955.07,Benjamin,Rogers,M,24191 Elizabeth Mill,Bolivar,PA,15923,40.3673,-79.1605,1770,"Administrator, local government",1994-12-08,2c1a1769bab3626f6a11b5e8cfd884d1,1381185608,40.18983,-79.982555,1
518815,2020-12-23 10:01:32,4990494243023,fraud_Kris-Weimann,misc_net,116.23,Martin,Ford,M,56812 Francis Courts,Corriganville,MD,21524,39.6967,-78.8031,626,Energy engineer,1960-12-13,78122786b807da565c2226c39779d91d,1387792892,40.271286,-79.307446,0
145333,2020-08-10 22:23:22,4682744518117239,fraud_Schulist Ltd,food_dining,16.48,Gregory,Webster,M,66035 Benjamin Villages,Syracuse,MO,65354,38.6547,-92.8929,628,"Radiographer, diagnostic",1961-12-18,65cbf4c7b75d4982067cf2c0e0e07201,1376173402,39.438678,-92.377769,0
31084,2020-07-01 15:21:14,3586008444788268,"fraud_Bahringer, Bergnaum and Quitzon",home,232.25,Crystal,Fuller,F,000 Jennifer Mills,Issaquah,WA,98027,47.4974,-122.0107,50489,Osteopath,1984-02-29,15b897bf56a8d38a3b203a546e0ffedf,1372692074,48.472294,-121.312176,1
62064,2020-07-12 23:20:17,3540075240003197,"fraud_Greenholt, O'Hara and Balistreri",shopping_net,852.76,Christian,Johns,M,892 Solis Neck,Lonsdale,MN,55046,44.4477,-93.4252,5211,Chief Strategy Officer,1987-01-27,3bcda7eda5fad588fc5d143975349551,1373671217,43.745898,-93.001669,1
460924,2020-12-11 02:28:53,3596217206093829,"fraud_Baumbach, Strosin and Nicolas",shopping_pos,720.83,Sara,Ramirez,F,23843 Scott Island,Birmingham,IA,52535,40.8626,-91.9534,888,Camera operator,1988-03-25,03276c522c673f1b5a974d276f688d01,1386728933,41.417984,-92.240716,1
151364,2020-08-12 23:57:48,2284059275940012,"fraud_Altenwerth, Cartwright and Koss",shopping_net,966.04,Thomas,Mathis,M,26615 Nelson Lane,Moores Hill,IN,47032,39.0945,-85.0638,3289,Sub,1969-11-22,98d1ed8d43062b3890f2bbfd132d0bf9,1376351868,38.305485,-84.303926,1
291752,2020-10-08 22:47:45,344342339068828,fraud_Pouros-Conroy,shopping_pos,922.5,Ruth,Fuller,F,37732 Joe Courts Apt. 752,Darien,GA,31305,31.3826,-81.4312,5989,Tax adviser,1967-05-05,b92c802d0f1b68fcdf4e6aa1d382de1d,1381272465,32.279849,-80.66596,1
258100,2020-09-23 22:16:16,586100864972,"fraud_Nitzsche, Kessler and Wolff",shopping_pos,1090.31,Patrick,Bates,M,4481 Maldonado Hollow,Kirkwood,NY,13795,42.0695,-75.7967,3800,Advertising account executive,1968-07-06,ef4117135634b64963f0c18e9d9d60b6,1379974576,41.145569,-75.704756,1
408839,2020-11-29 17:57:53,180011453250192,fraud_Schulist Ltd,food_dining,64.75,Craig,Dunn,M,721 Jacqueline Brooks,New Boston,IL,61272,41.2153,-90.9879,1504,Manufacturing engineer,1993-10-05,302345383b19cbe2224dc83ff5048b1b,1385747873,42.02562,-90.904799,0
368366,2020-11-10 22:03:26,4103158249977,"fraud_Mosciski, Gislason and Mertz",grocery_pos,284.07,Christopher,Adkins,M,3512 Knight Center,Lorenzo,TX,79343,33.6666,-101.5277,1571,Petroleum engineer,1982-06-27,738cf6f98bf1f382e51e32224bfdb7a5,1384121006,33.965196,-100.631098,1
118522,2020-08-02 02:53:29,3577794103155425,"fraud_Roob, Conn and Tremblay",shopping_pos,805.5,Mary,Humphrey,F,9853 Flynn Hollow Apt. 602,Reynolds,ND,58275,47.7068,-97.2092,733,Visual merchandiser,1994-11-12,ce4796cf8d50e9281185563ffc42fbba,1375412009,48.191798,-97.537627,1
81979,2020-07-19 23:55:53,4.42878098379366E+018,"fraud_Little, Gutmann and Lynch",shopping_net,1068.32,Richard,Waters,M,7683 Natasha Way Apt. 945,Waukesha,WI,53186,42.9993,-88.2196,95015,"Therapist, occupational",1946-01-02,9ad5f1ab3c823bef5599438aa341ae99,1374278153,42.727735,-88.402605,1
313680,2020-10-18 19:07:10,4.76140381754668E+018,fraud_Pagac LLC,shopping_pos,4.12,Diana,Jacobs,F,69608 Perez Mountain Apt. 006,Viola,AR,72583,36.3924,-91.9932,1679,Psychiatric nurse,1986-05-02,68e2852e23b715c15d71a7c343d11e91,1382123230,36.530076,-92.349552,0
89939,2020-07-21 23:54:26,4.79729722094847E+018,fraud_Cruickshank-Mills,entertainment,547.99,Erica,Briggs,F,3310 Davidson Spurs Apt. 107,Oolitic,IN,47451,38.8938,-86.5246,1228,Counsellor,1991-03-13,4bd7db50ab7fd4ffbf14e4199e0ae4a2,1374450866,38.00437,-87.027053,1
277932,2020-10-03 02:03:42,347399333635231,fraud_Padberg-Welch,grocery_pos,301.73,Stephanie,Allen,F,13128 Hall Station Suite 588,Seligman,MO,65745,36.5276,-93.9359,2693,"Engineer, biomedical",1968-02-05,f99e7bc62ba39f9580cf1d5a06105f2c,1380765822,36.064509,-94.480708,1
448588,2020-12-08 02:44:27,3543299015720986,fraud_Herman Inc,misc_pos,26.21,Angela,White,F,137 Adam Dale,Lebanon,VA,24266,36.8809,-82.0956,9521,"Teacher, English as a foreign language",1977-10-19,e4849b3b45e311b9b5fb8669a5457bb1,1386470667,35.967927,-82.934335,0
476145,2020-12-14 12:29:04,377550167323848,"fraud_Herman, Treutel and Dickens",misc_net,938.8,Kevin,Walters,M,87227 Tapia Burgs,Auburn,ME,4210,44.0948,-70.239,23045,Tourist information centre manager,1958-09-02,ee229d7ceb19dab4c4d685cd2733b333,1387024144,44.235248,-70.460132,1
263851,2020-09-27 01:54:23,60495593109,"fraud_Mosciski, Gislason and Mertz",grocery_pos,321.16,Randall,Dillon,M,4440 George Mills Suite 591,Dallas,TX,75210,32.7699,-96.743,1263321,Television camera operator,1942-11-24,576001fed8a545d91e7110d7d2550d15,1380246863,33.157616,-97.213484,1
403392,2020-11-27 01:05:52,375082648741747,fraud_Parisian and Sons,gas_transport,72.99,Shannon,Bell,F,2918 David Spurs,Georgetown,MN,56546,47.0999,-96.727,346,"Research officer, trade union",1976-12-14,3ca129306529aad46fa4f656c858ff60,1385514352,47.944278,-97.468449,0
435385,2020-12-05 20:20:37,376445266762684,fraud_Zulauf LLC,personal_care,16.44,Rachel,Lowe,F,372 Jeffrey Course,Sutherland,NE,69165,41.1558,-101.136,1789,Insurance broker,1982-02-11,d378da920829f5a36fffe349e5e4d54c,1386274837,40.745304,-102.049869,0
285565,2020-10-05 23:20:54,581508178315,"fraud_Schmeler, Bashirian and Price",shopping_net,1022.16,Michael,Vargas,M,933 Martin Rapids,Desdemona,TX,76445,32.2819,-98.5673,407,Clothing/textile technologist,1978-08-08,5ba977b54e172eaf178a891cc1fdbde3,1381015254,31.40067,-98.903959,1
460735,2020-12-11 01:05:45,3596217206093829,fraud_Schamberger-O'Keefe,grocery_pos,334.12,Sara,Ramirez,F,23843 Scott Island,Birmingham,IA,52535,40.8626,-91.9534,888,Camera operator,1988-03-25,c8c77d26972176fe9b5649e22bafcd1c,1386723945,41.330365,-92.552851,1
188862,2020-08-26 01:24:26,4.5128284149838E+018,fraud_Barrows PLC,shopping_pos,754.99,Monica,Cohen,F,864 Reynolds Plains,Uledi,PA,15484,39.8936,-79.7856,328,Tree surgeon,1983-07-25,aa535601bbfeafa2d9be23836acc3673,1377480266,40.535815,-80.621781,1
58731,2020-07-11 23:37:59,675961917837,"fraud_Schmeler, Bashirian and Price",shopping_net,953.63,Christopher,Cummings,M,478 George Course Apt. 056,Sprague,NE,68438,40.6267,-96.7456,142,Chiropodist,1967-08-24,49329802eaf46732881a7c863e053f94,1373585879,39.819651,-96.024907,1
359331,2020-11-07 23:19:33,630469040731,fraud_Volkman-Predovic,shopping_net,1098.94,Meredith,Ayala,F,7107 Henderson Station,Cascade Locks,OR,97014,45.671,-121.8686,1288,Barrister,1936-05-01,e039213e88b498bca6df6894d8aa66e2,1383866373,46.524104,-121.804767,1
499092,2020-12-19 19:53:19,2720433095629877,fraud_Dooley Inc,shopping_pos,6.84,Mark,Wood,M,854 Walker Dale Suite 488,Bowdoin,ME,4287,44.0575,-69.9656,3224,"Engineer, electronics",1997-08-22,4671b3e39ec9b6eafda4f2b79ff88cc4,1387482799,44.084961,-69.007131,0
215557,2020-09-05 23:52:22,3550412175018089,fraud_Dooley Inc,shopping_pos,1050.65,Morgan,James,F,742 Sellers Ferry,Lexington,KY,40502,38.0174,-84.4854,296965,Software engineer,1962-12-30,32fc74ed9cf4003b8a29fe60d2692f4b,1378425142,37.349376,-84.99032,1
153228,2020-08-13 22:00:13,3583793405872580,fraud_Kutch-Ferry,home,225.89,Beth,Lambert,F,6447 Johnson Estates Apt. 986,Roosevelt,OK,73564,34.847,-98.9836,551,Amenity horticulturist,1970-09-27,3d925f6201b442877a95dd2e11304333,1376431213,34.301458,-99.113442,1
404551,2020-11-27 17:23:32,2291163933867244,fraud_Ruecker-Mayert,kids_pets,174.02,Jeff,Elliott,M,351 Darlene Green,Columbia,SC,29209,33.9659,-80.9355,333497,Mechanical engineer,1968-03-19,d36453a70b8efd29452fa6d97a6c122b,1385573012,33.807181,-81.439147,0
355564,2020-11-05 22:25:33,38859492057661,fraud_Kuphal-Bartoletti,misc_net,718.19,Edward,Sanchez,M,594 White Dale Suite 530,Malad City,ID,83252,42.1808,-112.262,4154,Nature conservation officer,1962-01-19,b2c1b577c23eed4d2ae7b281c7a4380b,1383690333,42.490971,-112.759772,1
354681,2020-11-05 11:29:52,6011388901471808,"fraud_Goldner, Kovacek and Abbott",grocery_pos,115.8,Jacqueline,Marsh,F,950 Sheryl Spurs,Dunlevy,PA,15432,40.1151,-79.8627,427,Mining engineer,1951-02-05,506ea157ec09c9f04eb3ea8bed59d33a,1383650992,39.3421,-80.375392,0
341743,2020-10-31 01:04:30,4.46977711515824E+018,fraud_Smitham-Boehm,grocery_net,26.4,Gregory,Graham,M,4005 Dana Glens,Methuen,MA,1844,42.728,-71.181,47249,Market researcher,1980-11-22,927358f95c0081d75815b9db6e8df861,1383181470,43.133488,-71.769613,0
135726,2020-08-07 23:18:24,375082648741747,fraud_Heaney-Marquardt,entertainment,498.78,Shannon,Bell,F,2918 David Spurs,Georgetown,MN,56546,47.0999,-96.727,346,"Research officer, trade union",1976-12-14,a9e8385170dbd301101eff3695e161ca,1375917504,46.493104,-97.390103,1
149310,2020-08-11 23:03:04,30238755902988,fraud_Botsford Ltd,shopping_pos,774.1,Danielle,Yu,F,5395 Colon Burgs Suite 037,Thrall,TX,76578,30.592,-97.2893,1766,Press sub,1976-01-02,2a5047ad342dbca90d80e9c4cc6e008d,1376262184,30.942918,-97.657047,1
457505,2020-12-10 03:00:32,213161231269724,fraud_Hackett-Lueilwitz,grocery_pos,87.29,Alyssa,Morgan,F,622 Robin Run Suite 764,Gadsden,AL,35901,34.048,-85.9246,67082,Physiological scientist,1963-02-09,7a7aab2aead4d54db9a6a48e25ed16a2,1386644432,35.034802,-85.388888,0
400152,2020-11-24 23:48:26,3526826139003047,fraud_Bartoletti and Sons,personal_care,46.27,Nathan,Massey,M,5783 Evan Roads Apt. 465,Falmouth,MI,49632,44.2529,-85.017,1126,Furniture designer,1955-07-06,e38d196883e2ff952460fc8b9782b3b0,1385336906,43.317835,-85.63183,0
307989,2020-10-16 01:59:54,30042378430132,fraud_Conroy-Cruickshank,gas_transport,10.84,Connor,Grant,M,0654 Kevin Turnpike Apt. 084,Northport,NY,11768,40.9051,-73.3309,21902,Tour manager,1976-05-16,c948881c8e8ba8369e8c180160c25cf4,1381888794,39.918143,-74.013398,1
308119,2020-10-16 03:55:49,4306586894261180,fraud_Doyle Ltd,grocery_pos,292.42,Renee,Walls,F,86542 Jessica Fords Apt. 706,Veedersburg,IN,47987,40.1186,-87.2602,4049,"Development worker, community",1959-10-19,75f1fb9864a17b2213f57fb9ef312b31,1381895749,40.930538,-86.912325,1
288481,2020-10-06 22:38:03,581508178315,fraud_Zulauf LLC,personal_care,18.6,Michael,Vargas,M,933 Martin Rapids,Desdemona,TX,76445,32.2819,-98.5673,407,Clothing/textile technologist,1978-08-08,4da6262bf9ad6344ae2f596dbf1210fa,1381099083,33.150302,-97.857621,1
388332,2020-11-20 10:51:38,3582402971899057,fraud_Cummings LLC,gas_transport,8.77,Michele,Patrick,F,557 Lynn Garden Suite 907,Spirit Lake,ID,83869,47.9657,-116.868,4161,Production manager,1957-06-12,b69f27f5ccb6199f676e21bba2e7a451,1384944698,48.623951,-116.178892,1
209242,2020-09-02 14:13:39,4239552724014407,fraud_Crooks and Sons,personal_care,40.11,Carl,Hernandez,M,9134 Darryl Flat Suite 916,Paulding,OH,45879,41.141,-84.5722,6284,Secondary school teacher,1936-03-27,da707ec7aa3e91b9751635731d0fa212,1378131219,40.918788,-83.885757,0
395703,2020-11-23 14:57:49,4.79262776442248E+018,fraud_Rau-Robel,kids_pets,55.27,Margaret,Mendez,F,7952 Karen Pike,De Soto,KS,66018,38.9462,-94.9714,5760,Chief Executive Officer,1978-10-01,1898e1bb0f54f9f06b07fa75f627ca76,1385218669,38.828336,-95.640802,0
82388,2020-07-20 03:05:54,375534208663984,"fraud_Swift, Bradtke and Marquardt",grocery_net,8.39,Tyler,Garcia,M,408 Bradley Rest,Doe Hill,VA,24433,38.4207,-79.4629,99,Dance movement psychotherapist,1986-03-28,c2a4a1fc199b9e710c6959b9d2f7a4f1,1374289554,38.424982,-79.419165,1
131361,2020-08-05 23:54:19,4727244663135968,"fraud_Baumbach, Hodkiewicz and Walsh",shopping_pos,1010.08,Mary,Lewis,F,118 Justin Extension,Bay Minette,AL,36507,30.8635,-87.7644,19090,Science writer,1929-05-30,a3ef4a0acbbd0cf86bf951ee1983cd23,1375746859,30.355717,-87.019374,1
46268,2020-07-07 00:44:33,3589255887819806,fraud_Wolf Inc,grocery_pos,56.76,David,Miller,M,622 Bradley Knoll Apt. 758,Hancock,MD,21750,39.6991,-78.1762,3766,Press photographer,1984-02-14,c047be6398a8bc54d1d1af85f5d9a58c,1373157873,39.083439,-79.012094,0
153354,2020-08-13 23:04:56,2235613922823698,fraud_Homenick LLC,personal_care,19.55,Melissa,Mcclure,F,2027 Snyder Track,Manville,WY,82227,42.73,-104.7024,241,Educational psychologist,1980-12-16,46fe1e7c8d999b9b513b1725c6c962ca,1376435096,41.9222,-105.235723,1
225951,2020-09-09 22:40:42,4173950183554608,fraud_Gerlach Inc,shopping_net,1006.38,Stephen,Marshall,M,47144 Roberts Keys,Monmouth Beach,NJ,7750,40.333,-73.9809,3279,Health promotion specialist,1978-10-05,6b71643a6bb3840903a3f118566cdccf,1378766442,39.601394,-73.01354,1
66005,2020-07-13 23:19:19,3531129874770000,fraud_Hamill-D'Amore,health_fitness,5.7,Shelby,Mitchell,F,974 Cindy Stream,Brandon,VT,5733,43.8065,-73.0882,5895,"Scientist, marine",1975-07-13,6d564dbd2255722512a3afcc60180ade,1373757559,43.455696,-73.620501,0
288255,2020-10-06 21:05:18,213163860545705,fraud_O'Keefe-Wisoky,food_dining,65.18,Mark,Tyler,M,82201 Bradley Radial Suite 703,Avera,GA,30803,33.141,-82.515,741,Claims inspector/assessor,1986-04-28,0000948be671f10fc10b2aee0d67edee,1381093518,32.263113,-83.036671,0
227930,2020-09-11 01:13:10,376656886990758,fraud_Murray-Smitham,grocery_pos,314.62,Richard,Vance,M,169 Shelia Knoll Suite 753,Zavalla,TX,75980,31.1569,-94.3871,2836,"Designer, jewellery",1985-12-03,7ce72e1779542482ae81561b8d1154c4,1378861990,30.517554,-94.149215,1
532759,2020-12-27 07:27:59,3583635130604947,fraud_Dicki Ltd,grocery_net,58.16,Crystal,Gamble,F,899 Michele View Suite 960,Philadelphia,PA,19149,40.0369,-75.0664,1526206,Structural engineer,1985-01-01,25395c6ec34466ff2c1c3ce433baa52a,1388129279,39.574198,-75.833799,0
321055,2020-10-21 07:58:56,6528911529051375,fraud_Wilkinson Ltd,entertainment,30.68,Diane,Smith,F,195 Murray Overpass Apt. 384,Winter,WI,54896,45.8327,-91.0144,1478,Neurosurgeon,1965-04-27,57bcbd713cdfdda19fe7f17e4e96accc,1382342336,46.320308,-90.243521,0
208298,2020-09-01 22:59:13,4003989662068504,"fraud_Greenholt, O'Hara and Balistreri",shopping_net,1077.25,Chris,White,M,98897 Bennett Lodge,Bessemer,AL,35022,33.3224,-86.9657,71463,Radio broadcast assistant,1989-02-08,1c9e0859ba12e7d0d24ea02a52564626,1378076353,34.06682,-87.60166,1
145575,2020-08-10 23:31:44,30238755902988,"fraud_Bahringer, Osinski and Block",food_dining,97.93,Danielle,Yu,F,5395 Colon Burgs Suite 037,Thrall,TX,76578,30.592,-97.2893,1766,Press sub,1976-01-02,e51c2ba9f29c482b51e7bd96a406cf9c,1376177504,30.936854,-96.940349,1
200008,2020-08-30 20:47:08,6011652924285713,fraud_Ziemann-Waters,health_fitness,25.35,Kathryn,Smith,F,19838 Tonya Prairie Apt. 947,Rocky Mount,MO,65072,38.2911,-92.7059,1847,Tax inspector,1988-10-26,8039b9d860464cbfd40fcea384c57478,1377895628,38.884549,-92.560586,0
311514,2020-10-17 22:15:31,30570197515105,"fraud_Kerluke, Considine and Macejkovic",misc_net,684.59,Vincent,Cain,M,64851 Cole Turnpike,Hartford,AL,36344,31.086,-85.7192,5732,Jewellery designer,1945-12-07,b795083457614293e808aa7b7174e2db,1382048131,31.041522,-84.725226,1
397032,2020-11-23 23:06:10,3500165543009955,fraud_Cormier LLC,shopping_net,963.57,Ricky,Dunn,M,97689 Davis Point Apt. 967,Detroit,MI,48214,42.3669,-82.9938,673342,Health visitor,1983-09-02,a2259cf90dc1dd4e8489c8e5a1b25c8a,1385247970,41.693109,-83.808106,1
81684,2020-07-19 22:13:25,3534330126107879,"fraud_Zboncak, Rowe and Murazik",shopping_net,857.24,Jeffrey,Smith,M,713 Scott Pike Apt. 712,Bridger,MT,59014,45.2857,-108.9082,1446,Chartered loss adjuster,1978-01-15,a47d4329a158dd2c63027c30890be3ed,1374272005,46.047818,-109.446927,1
316290,2020-10-19 15:56:10,2712209726293386,fraud_Boyer PLC,shopping_net,69.2,Jenna,Brooks,F,50872 Alex Plain Suite 088,Baton Rouge,LA,70808,30.4066,-91.1468,378909,"Designer, furniture",1977-02-22,d1dccb7cda96f97265947502542ea461,1382198170,30.923669,-92.020338,0
121836,2020-08-03 01:23:17,2358122155477959,fraud_VonRueden Group,grocery_net,5.6,Mike,Tran,M,17355 Mendoza Bypass Suite 059,Linthicum Heights,MD,21090,39.2092,-76.6681,9784,"Conservator, furniture",1924-10-30,9f8d0f8fbf22e630e6a9b350f74823c7,1375492997,40.04167,-77.219129,1
90006,2020-07-22 00:39:35,4.79729722094847E+018,fraud_McCullough LLC,misc_pos,789.86,Erica,Briggs,F,3310 Davidson Spurs Apt. 107,Oolitic,IN,47451,38.8938,-86.5246,1228,Counsellor,1991-03-13,b8ab28a57adab274e324b6ee3f3686ff,1374453575,39.203152,-87.417352,1
129306,2020-08-04 22:28:59,4727244663135968,fraud_Kuphal-Bartoletti,misc_net,742.86,Mary,Lewis,F,118 Justin Extension,Bay Minette,AL,36507,30.8635,-87.7644,19090,Science writer,1929-05-30,745cf8d3192c8f2c57ad94ed6cd19de5,1375655339,31.398897,-87.561314,1
541128,2020-12-28 17:38:16,6517217825320610,"fraud_Yost, Schamberger and Windler",kids_pets,85.61,James,Reese,M,26975 Richardson Mills Apt. 402,Sontag,MS,39665,31.6453,-90.1801,1196,"Librarian, academic",1958-06-11,91be7c32a785c844c8b11b2d5430b917,1388252296,31.275055,-89.515552,0
277804,2020-10-03 00:04:38,347399333635231,fraud_Miller-Hauck,grocery_pos,302.65,Stephanie,Allen,F,13128 Hall Station Suite 588,Seligman,MO,65745,36.5276,-93.9359,2693,"Engineer, biomedical",1968-02-05,4a8d755070350d4a32e54a3cee8feb7a,1380758678,37.058973,-93.754921,1
56699,2020-07-11 03:29:00,675961917837,"fraud_Bernier, Streich and Jewess",grocery_net,19.92,Christopher,Cummings,M,478 George Course Apt. 056,Sprague,NE,68438,40.6267,-96.7456,142,Chiropodist,1967-08-24,7f98b691c5aa6fe5d4dfdb16887c7603,1373513340,40.154011,-97.026012,1
